Orgs,Months,Region,Years,Cost
Other,Documentary  ,West,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Adventure,North  ,2020,1
Other,Adventure,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Horror,West,2020,1
Universal Pictures ,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Documentary  ,West,2020,1
Other,Musical - Music,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,North  ,2020,1
Other,Adventure,West,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Romance,West,2020,1
Other,Documentary  ,North  ,2020,1
Walt Disney Studios ,Musical - Music,West,2020,1
Other,Horror,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Adventure,North  ,2020,1
Other,Horror,West,2020,1
Paramount Pictures ,Comedy  ,West,2020,1
Other,Thriller,West,2020,1
Other,Horror,West,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Adventure,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Comedy  ,West,2020,1
Other,Thriller,West,2020,1
Other,Adventure,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Romance,West,2020,1
Other,Romance,West,2020,1
Other,Adventure,North  ,2020,1
Other,Adventure,West,2020,1
Other,Documentary  ,West,2020,1
Other,Romance,West,2020,1
Other,Romance,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Horror,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Walt Disney Studios ,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Other,Musical - Music,North  ,2020,1
Warner Bros. Pictures ,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Comedy  ,West,2020,1
Universal Pictures ,Documentary  ,West,2020,1
Warner Bros. Pictures ,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,West,2020,1
Other,Comedy  ,West,2020,1
Other,Horror,West,2020,1
Other,Adventure,West,2020,1
Other,Comedy  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Horror,West,2020,1
Other,Documentary  ,North  ,2020,1
Other,Documentary  ,West,2020,1
Other,Documentary  ,West,2020,1
Walt Disney Studios ,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Horror,West,2020,1
Other,Drama  ,West,2020,1
Other,Horror,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Thriller,North  ,2020,1
Other,Horror,West,2020,1
Other,Horror,West,2020,1
Other,Horror,West,2020,1
Other,Drama  ,West,2020,1
Other,Adventure,North  ,2020,1
Other,Thriller,South  ,2020,1
Other,Documentary  ,West,2020,1
Other,Romance,West,2020,1
Walt Disney Studios ,Drama  ,West,2020,1
Other,Horror,West,2020,1
Other,Horror,West,2020,1
Other,Comedy  ,West,2020,1
Other,Thriller,West,2020,1
Other,Historical,West,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Historical,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Sony Pictures ,Drama  ,North  ,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,West,2020,1
20th Fox,Adventure,South  ,2020,1
Other,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Thriller,West,2020,1
Other,Thriller,North  ,2020,1
Other,Drama  ,North  ,2020,1
Other,Drama  ,North  ,2020,1
Other,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Adventure,West,2020,1
Other,Horror,West,2020,1
Other,Documentary  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Horror,West,2020,1
Other,Comedy  ,West,2020,1
Other,Animation  ,West,2020,1
Other,Horror,West,2020,1
Warner Bros. Pictures ,Adventure,South  ,2020,1
Other,Romance,West,2020,1
Walt Disney Studios ,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Historical,North  ,2020,1
Other,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,North  ,2020,1
Warner Bros. Pictures ,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Animation  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Horror,West,2020,1
Other,Family,West,2020,1
Other,Historical,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,North  ,2020,1
Other,Musical - Music,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Thriller,West,2020,1
Other,Thriller,North  ,2020,1
Other,Drama  ,South  ,2020,1
Other,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Family,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Horror,North  ,2020,1
Other,Drama  ,North  ,2020,1
Universal Pictures ,Documentary  ,North  ,2020,1
Other,Musical - Music,North  ,2020,1
Other,Adventure,West,2020,1
Other,Documentary  ,West,2020,1
Other,Documentary  ,North  ,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Adventure,West,2020,1
Other,Adventure,North  ,2020,1
Other,Comedy  ,North  ,2020,1
Universal Pictures ,Comedy  ,North  ,2020,1
Universal Pictures ,Adventure,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Historical,West,2020,1
Other,Drama  ,West,2020,1
Other,Animation  ,North  ,2020,1
Other,Horror,West,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,West,2020,1
Other,Romance,West,2020,1
Other,Documentary  ,West,2020,1
Other,Thriller,North  ,2020,1
Paramount Pictures ,Comedy  ,North  ,2020,1
Other,Adventure,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Romance,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Documentary  ,East  ,2020,1
Other,Thriller,South  ,2020,1
Other,Comedy  ,South  ,2020,1
Other,Documentary  ,West,2020,1
Other,Family,West,2020,1
Other,Comedy  ,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Comedy  ,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Other,Drama  ,North  ,2020,1
Other,Adventure,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Romance,South  ,2020,1
Walt Disney Studios ,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Paramount Pictures ,Adventure,West,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,West,2020,1
Other,Thriller,North  ,2020,1
Other,Horror,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Other,Thriller,West,2020,1
Warner Bros. Pictures ,Comedy  ,West,2020,1
20th Fox,Horror,South  ,2020,1
Other,Comedy  ,West,2020,1
Other,Thriller,West,2020,1
Other,Adventure,West,2020,1
Other,Family,North  ,2020,1
Other,Documentary  ,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Romance,West,2020,1
Sony Pictures ,Horror,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Paramount Pictures ,Horror,North  ,2020,1
Universal Pictures ,Horror,North  ,2020,1
Other,Historical,West,2020,1
Universal Pictures ,Thriller,South  ,2020,1
Other,Horror,West,2020,1
Other,Horror,North  ,2020,1
Other,Thriller,North  ,2020,1
Other,Comedy  ,North  ,2020,1
Other,Romance,West,2020,1
Other,Drama  ,West,2020,1
Universal Pictures ,Comedy  ,South  ,2020,1
Other,Musical - Music,West,2020,1
Other,Drama  ,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Documentary  ,North  ,2020,1
Other,Comedy  ,North  ,2020,1
Sony Pictures ,Comedy  ,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,North  ,2020,1
Other,Adventure,South  ,2020,1
Other,Thriller,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,North  ,2020,1
Sony Pictures ,Drama  ,North  ,2020,1
Other,Musical - Music,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Musical - Music,West,2020,1
Other,Documentary  ,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Historical,West,2020,1
Other,Adventure,West,2020,1
Other,Comedy  ,North  ,2020,1
Universal Pictures ,Animation  ,South  ,2020,1
Other,Drama  ,West,2020,1
Other,Romance,West,2020,1
Other,Comedy  ,West,2020,1
Warner Bros. Pictures ,Romance,West,2020,1
Walt Disney Studios ,Adventure,West,2020,1
Other,Drama  ,North  ,2020,1
Other,Family,West,2020,1
Other,Thriller,West,2020,1
Other,Musical - Music,West,2020,1
Universal Pictures ,Drama  ,South  ,2020,1
Walt Disney Studios ,Family,West,2020,1
Other,Historical,West,2020,1
Other,Thriller,West,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,West,2020,1
Other,Documentary  ,West,2020,1
Other,Romance,North  ,2020,1
Universal Pictures ,Drama  ,North  ,2020,1
Other,Drama  ,North  ,2020,1
Other,Horror,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Drama  ,West,2020,1
Walt Disney Studios ,Historical,West,2020,1
Other,Family,West,2020,1
Other,Drama  ,West,2020,1
Other,Documentary  ,West,2020,1
Other,Adventure,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Adventure,West,2020,1
Other,Romance,West,2020,1
Other,Romance,North  ,2020,1
Other,Drama  ,West,2020,1
Other,Thriller,South  ,2020,1
Sony Pictures ,Family,South  ,2020,1
Other,Thriller,West,2020,1
Other,Drama  ,West,2020,1
Other,Comedy  ,West,2020,1
Other,Romance,West,2020,1
Other,Drama  ,West,2020,1
Sony Pictures ,Drama  ,North  ,2020,1
Other,Horror,North  ,2020,1
Other,Adventure,West,2020,1
Other,Horror,West,2020,1
Other,Adventure,West,2020,1
Universal Pictures ,Drama  ,South  ,2020,1
Universal Pictures ,Thriller,South  ,2020,1
Other,Adventure,South  ,2020,1
Warner Bros. Pictures ,Adventure,West,2020,1
Other,Romance,West,2020,1
Walt Disney Studios ,Animation  ,West,2020,1
Sony Pictures ,Documentary  ,North  ,2020,1
Other,Drama  ,North  ,2020,1
Other,Drama  ,North  ,2020,1
Warner Bros. Pictures ,Adventure,South  ,2021,1
Other,Drama  ,South  ,2021,1
Other,Drama  ,South  ,2021,1
Universal Pictures ,Comedy  ,South  ,2021,1
Sony Pictures ,Drama  ,West,2021,1
Other,Horror,West,2021,1
Walt Disney Studios ,Adventure,West,2021,1
Other,Animation  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Adventure,West,2021,1
Other,Documentary  ,West,2021,1
Other,Musical - Music,West,2021,1
Other,Documentary  ,West,2021,1
Other,Adventure,North  ,2021,1
Sony Pictures ,Romance,North  ,2021,1
Paramount Pictures ,Drama  ,North  ,2021,1
Other,Romance,North  ,2021,1
Other,Animation  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Sony Pictures ,Drama  ,South  ,2021,1
Other,Drama  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Thriller,West,2021,1
Other,Musical - Music,North  ,2021,1
Other,Thriller,North  ,2021,1
Other,Documentary  ,North  ,2021,1
Other,Documentary  ,West,2021,1
Other,Adventure,West,2021,1
Other,Thriller,West,2021,1
Other,Comedy  ,West,2021,1
Other,Thriller,West,2021,1
Other,Comedy  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Adventure,North  ,2021,1
Universal Pictures ,Adventure,South  ,2021,1
Warner Bros. Pictures ,Adventure,West,2021,1
Other,Musical - Music,West,2021,1
Other,Historical,West,2021,1
Other,Horror,West,2021,1
Other,Drama  ,North  ,2021,1
Other,Documentary  ,North  ,2021,1
Sony Pictures ,Comedy  ,South  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Adventure,South  ,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Warner Bros. Pictures ,Adventure,West,2021,1
Other,Romance,West,2021,1
Other,Adventure,South  ,2021,1
Other,Adventure,West,2021,1
Other,Thriller,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Drama  ,West,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Other,Romance,North  ,2021,1
Walt Disney Studios ,Thriller,South  ,2021,1
Sony Pictures ,Documentary  ,South  ,2021,1
Other,Horror,West,2021,1
Other,Thriller,North  ,2021,1
Sony Pictures ,Family,South  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Thriller,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Thriller,South  ,2021,1
20th Fox,Adventure,South  ,2021,1
Other,Horror,West,2021,1
Other,Historical,West,2021,1
Other,Thriller,West,2021,1
Sony Pictures ,Drama  ,West,2021,1
Other,Thriller,West,2021,1
Universal Pictures ,Documentary  ,North  ,2021,1
Paramount Pictures ,Thriller,South  ,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Sony Pictures ,Drama  ,North  ,2021,1
Universal Pictures ,Family,South  ,2021,1
Warner Bros. Pictures ,Thriller,South  ,2021,1
Sony Pictures ,Musical - Music,South  ,2021,1
Other,Adventure,South  ,2021,1
Walt Disney Studios ,Family,South  ,2021,1
Warner Bros. Pictures ,Musical - Music,South  ,2021,1
Other,Drama  ,West,2021,1
Sony Pictures ,Adventure,South  ,2021,1
Universal Pictures ,Adventure,South  ,2021,1
Universal Pictures ,Drama  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Paramount Pictures ,Adventure,South  ,2021,1
Other,Horror,West,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Universal Pictures ,Horror,South  ,2021,1
Warner Bros. Pictures ,Family,South  ,2021,1
Other,Thriller,South  ,2021,1
Other,Comedy  ,South  ,2021,1
Universal Pictures ,Thriller,South  ,2021,1
Paramount Pictures ,Adventure,South  ,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Other,Adventure,North  ,2021,1
Warner Bros. Pictures ,Adventure,South  ,2021,1
Sony Pictures ,Adventure,South  ,2021,1
20th Fox,Thriller,South  ,2021,1
Universal Pictures ,Adventure,South  ,2021,1
Other,Musical - Music,South  ,2021,1
Sony Pictures ,Horror,South  ,2021,1
20th Fox,Adventure,South  ,2021,1
Other,Adventure,South  ,2021,1
Paramount Pictures ,Family,South  ,2021,1
Other,Romance,North  ,2021,1
Universal Pictures ,Horror,South  ,2021,1
Walt Disney Studios ,Documentary  ,South  ,2021,1
Other,Drama  ,South  ,2021,1
Warner Bros. Pictures ,Thriller,West,2021,1
Sony Pictures ,Adventure,South  ,2021,1
Paramount Pictures ,Comedy  ,South  ,2021,1
Warner Bros. Pictures ,Horror,South  ,2021,1
Universal Pictures ,Animation  ,South  ,2021,1
20th Fox,Thriller,South  ,2021,1
Sony Pictures ,Comedy  ,South  ,2021,1
Paramount Pictures ,Drama  ,South  ,2021,1
Universal Pictures ,Drama  ,South  ,2021,1
Warner Bros. Pictures ,Adventure,West,2021,1
Other,Horror,South  ,2021,1
Warner Bros. Pictures ,Adventure,South  ,2021,1
Other,Animation  ,South  ,2021,1
Other,Adventure,South  ,2021,1
Walt Disney Studios ,Family,South  ,2021,1
Universal Pictures ,Horror,South  ,2021,1
20th Fox,Historical,South  ,2021,1
Paramount Pictures ,Adventure,South  ,2021,1
Universal Pictures ,Horror,South  ,2021,1
20th Fox,Comedy  ,South  ,2021,1
Other,Horror,North  ,2021,1
Other,Family,West,2021,1
Paramount Pictures ,Family,South  ,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Sony Pictures ,Comedy  ,South  ,2021,1
Warner Bros. Pictures ,Drama  ,South  ,2021,1
Paramount Pictures ,Adventure,South  ,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Other,Historical,South  ,2021,1
Walt Disney Studios ,Adventure,South  ,2021,1
Other,Thriller,North  ,2021,1
Other,Historical,South  ,2021,1
20th Fox,Musical - Music,South  ,2021,1
Sony Pictures ,Adventure,South  ,2021,1
Warner Bros. Pictures ,Adventure,South  ,2021,1
Universal Pictures ,Animation  ,South  ,2021,1
Paramount Pictures ,Adventure,South  ,2021,1
Other,Adventure,South  ,2021,1
Other,Horror,South  ,2021,1
Other,Drama  ,South  ,2021,1
Warner Bros. Pictures ,Thriller,West,2021,1
Warner Bros. Pictures ,Comedy  ,West,2021,1
Walt Disney Studios ,Comedy  ,West,2021,1
Walt Disney Studios ,Romance,West,2021,1
Other,Animation  ,West,2021,1
Other,Animation  ,West,2021,1
Other,Thriller,West,2021,1
Other,Drama  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Historical,West,2021,1
Other,Romance,West,2021,1
Universal Pictures ,Drama  ,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Drama  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Romance,West,2021,1
Other,Documentary  ,West,2021,1
Other,Adventure,North  ,2021,1
Other,Adventure,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Comedy  ,North  ,2021,1
Other,Drama  ,West,2021,1
Warner Bros. Pictures ,Romance,West,2021,1
Other,Adventure,South  ,2021,1
Other,Drama  ,West,2021,1
Other,Adventure,West,2021,1
Other,Comedy  ,West,2021,1
Other,Documentary  ,West,2021,1
Other,Drama  ,North  ,2021,1
Other,Documentary  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Documentary  ,North  ,2021,1
Other,Documentary  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Adventure,North  ,2021,1
Other,Historical,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Historical,West,2021,1
Warner Bros. Pictures ,Thriller,South  ,2021,1
Other,Drama  ,West,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Thriller,West,2021,1
Other,Thriller,West,2021,1
Other,Documentary  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Documentary  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Animation  ,West,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Other,Romance,West,2021,1
Other,Drama  ,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Comedy  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Adventure,North  ,2021,1
Other,Thriller,North  ,2021,1
Other,Romance,North  ,2021,1
Other,Drama  ,West,2021,1
Other,Thriller,West,2021,1
Universal Pictures ,Drama  ,South  ,2021,1
Warner Bros. Pictures ,Historical,West,2021,1
Other,Romance,West,2021,1
Other,Adventure,West,2021,1
Other,Drama  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Adventure,West,2021,1
Other,Family,West,2021,1
Other,Romance,West,2021,1
Other,Comedy  ,West,2021,1
Other,Documentary  ,West,2021,1
Other,Documentary  ,West,2021,1
Other,Thriller,West,2021,1
Other,Adventure,North  ,2021,1
Other,Romance,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Drama  ,North  ,2021,1
Other,Musical - Music,North  ,2021,1
Other,Horror,North  ,2021,1
Other,Drama  ,South  ,2021,1
Other,Adventure,South  ,2021,1
Walt Disney Studios ,Adventure,West,2021,1
Other,Thriller,West,2021,1
Other,Drama  ,West,2021,1
Other,Thriller,North  ,2021,1
Other,Thriller,North  ,2021,1
Other,Drama  ,North  ,2021,1
Warner Bros. Pictures ,Adventure,South  ,2021,1
Other,Documentary  ,West,2021,1
Other,Historical,West,2021,1
Other,Comedy  ,West,2021,1
Other,Comedy  ,West,2021,1
Other,Drama  ,West,2021,1
Other,Romance,West,2021,1
Other,Drama  ,West,2021,1
Other,Thriller,North  ,2021,1
Other,Drama  ,North  ,2021,1
